Seed,Epsilon,Fair-Method,DP-Method,DI,ACC,ACC_PRIV,ACC_UNPRIV,PREC,REC,MAD,EOD,TPR,FPR,TNR,FNR,SPD,EODD
133843,,,,1.5890528483184625,0.656910569105691,0.668724279835391,0.6491935483870968,0.6363636363636364,0.555956678700361,-0.019530731448294203,0.1653430018416206,0.555956678700361,0.2603550295857988,0.7396449704142012,0.44404332129963897,0.1708980485862206,0.1653430018416206
133843,,reweigh,mst,1.5890528483184625,0.656910569105691,0.668724279835391,0.6491935483870968,0.6363636363636364,0.555956678700361,-0.019530731448294203,0.1653430018416206,0.555956678700361,0.2603550295857988,0.7396449704142012,0.44404332129963897,0.1708980485862206,0.1653430018416206
133843,,reweigh,mst,1.147758337889557,0.656910569105691,0.6604938271604939,0.6545698924731183,0.6352459016393442,0.5595667870036101,-0.0059239346873756205,0.043335635359116,0.5595667870036101,0.26331360946745563,0.7366863905325444,0.4404332129963899,0.05381322182397452,0.043335635359116
133843,,dir,mst,1.5890528483184625,0.656910569105691,0.668724279835391,0.6491935483870968,0.6363636363636364,0.555956678700361,-0.019530731448294203,0.1653430018416206,0.555956678700361,0.2603550295857988,0.7396449704142012,0.44404332129963897,0.1708980485862206,0.1653430018416206
133843,,dir,mst,1.292842741935484,0.6414634146341464,0.6666666666666666,0.625,0.6317016317016317,0.4891696750902527,-0.04166666666666663,0.05516229281767959,0.4891696750902527,0.23372781065088757,0.7662721893491125,0.5108303249097473,0.08676821983273597,0.07052035473875412
133843,,egr,mst,1.5890528483184625,0.656910569105691,0.668724279835391,0.6491935483870968,0.6363636363636364,0.555956678700361,-0.019530731448294203,0.1653430018416206,0.555956678700361,0.2603550295857988,0.7396449704142012,0.44404332129963897,0.1708980485862206,0.1653430018416206
133843,,egr,mst,1.1068548387096775,0.6528455284552845,0.654320987654321,0.6518817204301075,0.6309278350515464,0.5523465703971119,-0.002439267224213504,0.03228591160220995,0.5523465703971119,0.26479289940828404,0.735207100591716,0.44765342960288806,0.03957586618876946,0.03228591160220995
133843,,gsr,mst,1.5890528483184625,0.656910569105691,0.668724279835391,0.6491935483870968,0.6363636363636364,0.555956678700361,-0.019530731448294203,0.1653430018416206,0.555956678700361,0.2603550295857988,0.7396449704142012,0.44404332129963897,0.1708980485862206,0.1653430018416206
133843,,gsr,mst,1.5890528483184625,0.656910569105691,0.668724279835391,0.6491935483870968,0.6363636363636364,0.555956678700361,-0.019530731448294203,0.1653430018416206,0.555956678700361,0.2603550295857988,0.7396449704142012,0.44404332129963897,0.1708980485862206,0.1653430018416206
133843,,roc,mst,1.5890528483184625,0.656910569105691,0.668724279835391,0.6491935483870968,0.6363636363636364,0.555956678700361,-0.019530731448294203,0.1653430018416206,0.555956678700361,0.2603550295857988,0.7396449704142012,0.44404332129963897,0.1708980485862206,0.1653430018416206
133843,,roc,mst,1.0698861923424783,0.4983739837398374,0.48148148148148145,0.5094086021505376,0.4720992028343667,0.9620938628158845,0.02792712066905617,0.0057550644567219145,0.9620938628158845,0.8816568047337278,0.11834319526627218,0.03790613718411552,0.06154586486127711,0.09153399579727173
133843,,eqodds,mst,1.5890528483184625,0.656910569105691,0.668724279835391,0.6491935483870968,0.6363636363636364,0.555956678700361,-0.019530731448294203,0.1653430018416206,0.555956678700361,0.2603550295857988,0.7396449704142012,0.44404332129963897,0.1708980485862206,0.1653430018416206
133843,,eqodds,mst,0.9611156770084242,0.6276422764227643,0.6604938271604939,0.6061827956989247,0.6237113402061856,0.4368231046931408,-0.054311031461569126,-0.06480202578268879,0.4368231046931408,0.21597633136094674,0.7840236686390533,0.5631768953068592,-0.01256139652196997,0.06480202578268879
133843,0.25,,,1.785151440531889,0.6154471544715447,0.6522633744855967,0.5913978494623656,0.5828220858895705,0.5144404332129964,-0.06086552502323106,0.1735439686924493,0.5144404332129964,0.30177514792899407,0.6982248520710059,0.4855595667870036,0.2116354705960441,0.20899668768030774
133843,0.25,reweigh,mst,1.785151440531889,0.6154471544715447,0.6522633744855967,0.5913978494623656,0.5828220858895705,0.5144404332129964,-0.06086552502323106,0.1735439686924493,0.5144404332129964,0.30177514792899407,0.6982248520710059,0.4855595667870036,0.2116354705960441,0.20899668768030774
133843,0.25,reweigh,mst,1.719520872865275,0.6113821138211382,0.654320987654321,0.5833333333333334,0.5769230769230769,0.5144404332129964,-0.07098765432098764,0.14963167587476983,0.5144404332129964,0.3091715976331361,0.6908284023668639,0.4855595667870036,0.2013474047524227,0.21004736973323362
133843,0.25,dir,mst,1.785151440531889,0.6154471544715447,0.6522633744855967,0.5913978494623656,0.5828220858895705,0.5144404332129964,-0.06086552502323106,0.1735439686924493,0.5144404332129964,0.30177514792899407,0.6982248520710059,0.4855595667870036,0.2116354705960441,0.20899668768030774
133843,0.25,dir,mst,1.7558709677419355,0.6121951219512195,0.6399176954732511,0.5940860215053764,0.5835140997830802,0.4855595667870036,-0.045831673967874687,0.1771696593001842,0.4855595667870036,0.28402366863905326,0.7159763313609467,0.5144404332129964,0.19441125713527146,0.17758307511486268
133843,0.25,egr,mst,1.785151440531889,0.6154471544715447,0.6522633744855967,0.5913978494623656,0.5828220858895705,0.5144404332129964,-0.06086552502323106,0.1735439686924493,0.5144404332129964,0.30177514792899407,0.6982248520710059,0.4855595667870036,0.2116354705960441,0.20899668768030774
